system:index,aoi_radius_km,center_lat,center_lon,crater_name,date_end,date_start,dem_mode,dem_scale_m,dem_source,depth_m,floor_elevation_m,floor_elevation_std_m,n_azimuths,profile_km,rim_elevation_m,rim_radius_cv_percent,rim_radius_m,rim_radius_std_m,s1_orbit_mode,s1_scene_count,s2_scene_count,step_m,warnings,.geo
0,2,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,best,10,Copernicus GLO-30 (~30 м),44.6875,327,1.039111449348272,16,1.5,371.6875,4.3372972312534275,457.5,19.84313483298443,BOTH,89,207,30,,"{""type"":""MultiPoint"",""coordinates"":[]}"
