system:index,DEM,VH,VV,VV_VH_diff,azimuth,center_lat,center_lon,crater_name,date_end,date_start,dem_scale_m,dem_source,distance_m,floor_elevation_m,hillshade,rim_elevation_m,rim_radius_m,slope,.geo
277,493.0,-12.150331497192383,-6.64555025100708,5.504781246185303,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),660,480,128,576.375,892.5,24.319093641461826,"{""type"":""Point"",""coordinates"":[76.50396034210492,19.97246114047454]}"
278,509.0,-11.101560592651367,-5.162614345550537,5.93894624710083,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),690,480,96,576.375,892.5,28.039343435599722,"{""type"":""Point"",""coordinates"":[76.50375758179067,19.972269235250774]}"
279,509.0,-11.004199028015137,-5.468991756439209,5.535207748413086,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),720,480,94,576.375,892.5,34.7765921560761,"{""type"":""Point"",""coordinates"":[76.50355482147643,19.972077330027005]}"
280,528.0,-10.752034187316895,-4.753923416137695,5.998110294342041,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),750,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50335206116219,19.97188542480323]}"
281,553.0,-9.889242172241211,-3.9599459171295166,5.929296493530273,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),780,480,73,576.375,892.5,36.70909497148034,"{""type"":""Point"",""coordinates"":[76.50314930084794,19.97169351957946]}"
282,579.0,-8.670719146728516,-2.7339301109313965,5.936789512634277,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),810,480,86,576.375,892.5,41.13751364186634,"{""type"":""Point"",""coordinates"":[76.5029465405337,19.971501614355688]}"
283,579.0,-8.498346328735352,-2.2167367935180664,6.281609535217285,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),840,480,180,576.375,892.5,25.609736379527767,"{""type"":""Point"",""coordinates"":[76.50274378021946,19.97130970913192]}"
284,599.0,-13.840720176696777,-7.4386820793151855,6.40203857421875,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),870,480,89,576.375,892.5,30.363700968542087,"{""type"":""Point"",""coordinates"":[76.50254101990521,19.971117803908147]}"
285,597.0,-16.15389633178711,-10.259832382202148,5.894063949584961,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),900,480,171,576.375,892.5,6.791360344713789,"{""type"":""Point"",""coordinates"":[76.50233825959097,19.970925898684374]}"
286,598.0,-16.539546966552734,-10.532474517822266,6.0070719718933105,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),930,480,208,576.375,892.5,12.732555058359685,"{""type"":""Point"",""coordinates"":[76.50213549927672,19.970733993460605]}"
287,594.0,-17.09421157836914,-11.090984344482422,6.003228187561035,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),960,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50193273896248,19.970542088236837]}"
288,591.0,-15.177417755126953,-8.508880615234375,6.668537616729736,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),990,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50172997864824,19.970350183013068]}"
289,591.0,-15.081713676452637,-8.286293029785156,6.795419692993164,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1020,480,180,576.375,892.5,12.026135717091941,"{""type"":""Point"",""coordinates"":[76.50152721833399,19.970158277789302]}"
290,587.0,-16.155113220214844,-10.324658393859863,5.830454349517822,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1050,480,171,576.375,892.5,3.0485947879051314,"{""type"":""Point"",""coordinates"":[76.50132445801975,19.969966372565526]}"
291,583.0,-15.779621124267578,-10.274727821350098,5.5048933029174805,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1080,480,180,576.375,892.5,14.911327871998973,"{""type"":""Point"",""coordinates"":[76.50112169770551,19.96977446734175]}"
292,577.0,-17.18364906311035,-10.885228157043457,6.2984209060668945,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1110,480,180,576.375,892.5,12.026091952580023,"{""type"":""Point"",""coordinates"":[76.50091893739126,19.969582562117985]}"
293,577.0,-15.221555709838867,-9.77627944946289,5.445277214050293,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1140,480,180,576.375,892.5,3.048583383000424,"{""type"":""Point"",""coordinates"":[76.50071617707702,19.969390656894213]}"
294,576.0,-19.068153381347656,-11.790749549865723,7.277403831481934,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1170,480,199,576.375,892.5,6.0799958734869355,"{""type"":""Point"",""coordinates"":[76.50051341676279,19.96919875167044]}"
295,571.0,-19.43335723876953,-11.096874237060547,8.336483001708984,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1200,480,180,576.375,892.5,9.07764139514973,"{""type"":""Point"",""coordinates"":[76.50031065644853,19.96900684644667]}"
296,568.0,-16.717952728271484,-11.615854263305664,5.102099418640137,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1230,480,208,576.375,892.5,12.73240336226782,"{""type"":""Point"",""coordinates"":[76.5001078961343,19.968814941222906]}"
297,565.0,-18.34859848022461,-12.079886436462402,6.268713474273682,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1260,480,209,576.375,892.5,9.077622276912354,"{""type"":""Point"",""coordinates"":[76.49990513582004,19.96862303599913]}"
298,562.0,-18.8680362701416,-10.959120750427246,7.908915996551514,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1290,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.4997023755058,19.96843113077536]}"
299,562.0,-17.602325439453125,-11.453994750976562,6.148330211639404,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1320,480,180,576.375,892.5,3.0485605738188406,"{""type"":""Point"",""coordinates"":[76.49949961519157,19.96823922555159]}"
300,563.0,-17.933935165405273,-10.596426963806152,7.337508678436279,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1350,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.49929685487731,19.96804732032782]}"
301,565.0,-17.72426414489746,-10.416288375854492,7.307975769042969,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1380,480,180,576.375,892.5,6.079944177330216,"{""type"":""Point"",""coordinates"":[76.49909409456308,19.967855415104047]}"
302,566.0,-19.348329544067383,-11.16590690612793,8.182422637939453,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1410,480,180,576.375,892.5,6.079937715661397,"{""type"":""Point"",""coordinates"":[76.49889133424882,19.967663509880282]}"
303,566.0,-19.680152893066406,-10.642693519592285,9.037458419799805,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1440,480,199,576.375,892.5,6.079928023024088,"{""type"":""Point"",""coordinates"":[76.49868857393459,19.967471604656513]}"
304,567.0,-19.43694305419922,-10.676569938659668,8.760372161865234,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1470,480,209,576.375,892.5,9.559737073556976,"{""type"":""Point"",""coordinates"":[76.49848581362035,19.967279699432737]}"
305,564.0,-17.468568801879883,-10.222939491271973,7.24562931060791,225,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1500,480,199,576.375,892.5,6.7911982384068645,"{""type"":""Point"",""coordinates"":[76.4982830533061,19.967087794208968]}"
306,480.0,-30.609132766723633,-24.46815299987793,6.140980243682861,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),0,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50842106901827,19.976683055397498]}"
307,480.0,-29.9239559173584,-24.922168731689453,5.001786231994629,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),30,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50813432263197,19.976683055397494]}"
308,480.0,-32.69989013671875,-24.708925247192383,7.990963459014893,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),60,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50784757624564,19.976683055397494]}"
309,480.0,-30.084930419921875,-25.982070922851562,4.102859973907471,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),90,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50756082985933,19.976683055397494]}"
310,480.0,-29.927648544311523,-24.892316818237305,5.035330295562744,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),120,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.507274083473,19.976683055397494]}"
311,480.0,-30.300107955932617,-25.96807098388672,4.33203649520874,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),150,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.5069873370867,19.976683055397494]}"
312,480.0,-30.98881721496582,-24.935407638549805,6.053409099578857,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),180,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50670059070039,19.976683055397494]}"
313,480.0,-29.104251861572266,-25.05895233154297,4.045298099517822,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),210,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50641384431407,19.976683055397494]}"
314,480.0,-29.354875564575195,-25.091114044189453,4.263760566711426,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),240,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50612709792776,19.976683055397498]}"
315,480.0,-29.201353073120117,-25.253034591674805,3.9483182430267334,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),270,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50584035154144,19.976683055397498]}"
316,480.0,-30.464414596557617,-24.678083419799805,5.786330223083496,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),300,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50555360515513,19.976683055397494]}"
317,480.0,-29.830381393432617,-24.521265029907227,5.309115409851074,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),330,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50526685876882,19.97668305539749]}"
318,480.0,-29.802440643310547,-25.36170196533203,4.440738201141357,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),360,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.5049801123825,19.976683055397494]}"
319,480.0,-29.4373836517334,-25.076135635375977,4.361248016357422,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),390,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50469336599619,19.976683055397494]}"
320,480.0,-30.193254470825195,-24.182119369506836,6.011135578155518,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),420,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50440661960987,19.976683055397494]}"
321,480.0,-29.723388671875,-23.685422897338867,6.037965774536133,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),450,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50411987322356,19.976683055397494]}"
322,480.0,-30.959497451782227,-23.713125228881836,7.246370792388916,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),480,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50383312683725,19.976683055397494]}"
323,480.0,-28.412904739379883,-23.802139282226562,4.61076545715332,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),510,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50354638045093,19.976683055397498]}"
324,480.0,-28.033428192138672,-23.184049606323242,4.84937858581543,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),540,480,171,576.375,892.5,3.0487235296137487,"{""type"":""Point"",""coordinates"":[76.50325963406462,19.976683055397494]}"
325,481.0,-29.12686538696289,-23.07286834716797,6.05399751663208,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),570,480,171,576.375,892.5,3.0487235293730577,"{""type"":""Point"",""coordinates"":[76.5029728876783,19.976683055397494]}"
326,482.0,-27.287771224975586,-21.563766479492188,5.724003791809082,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),600,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50268614129199,19.976683055397494]}"
327,483.0,-17.024620056152344,-11.2559175491333,5.768702030181885,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),630,480,152,576.375,892.5,9.07807642944188,"{""type"":""Point"",""coordinates"":[76.50239939490568,19.976683055397494]}"
328,486.0,-12.910530090332031,-6.718538284301758,6.191991329193115,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),660,480,125,576.375,892.5,17.721968461511945,"{""type"":""Point"",""coordinates"":[76.50211264851936,19.976683055397498]}"
329,492.0,-11.53329849243164,-5.528412818908691,6.004886150360107,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),690,480,152,576.375,892.5,9.07807642944188,"{""type"":""Point"",""coordinates"":[76.50182590213305,19.976683055397494]}"
330,495.0,-14.080036163330078,-8.239380836486816,5.84065580368042,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),720,480,152,576.375,892.5,9.07807642944188,"{""type"":""Point"",""coordinates"":[76.50153915574673,19.976683055397498]}"
331,498.0,-12.463494300842285,-6.226683616638184,6.23681116104126,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),750,480,102,576.375,892.5,25.610489903841806,"{""type"":""Point"",""coordinates"":[76.50125240936042,19.976683055397494]}"
332,516.0,-9.669321060180664,-3.5268893241882324,6.14243221282959,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),780,480,102,576.375,892.5,25.610489905608276,"{""type"":""Point"",""coordinates"":[76.50096566297411,19.976683055397494]}"
333,533.0,-9.04585075378418,-2.726658344268799,6.319192886352539,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),810,480,59,576.375,892.5,42.15861020621114,"{""type"":""Point"",""coordinates"":[76.50067891658779,19.976683055397498]}"
334,546.0,-8.86325740814209,-1.65348482131958,7.209772109985352,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),840,480,78,576.375,892.5,34.69822550901638,"{""type"":""Point"",""coordinates"":[76.50039217020148,19.976683055397494]}"
335,558.0,-8.341822624206543,-1.6526051759719849,6.6892170906066895,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),870,480,83,576.375,892.5,32.58372275127982,"{""type"":""Point"",""coordinates"":[76.50010542381516,19.976683055397494]}"
336,570.0,-10.360176086425781,-1.9550790786743164,8.405097007751465,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),900,480,83,576.375,892.5,32.58372275127982,"{""type"":""Point"",""coordinates"":[76.49981867742885,19.976683055397494]}"
337,579.0,-13.876288414001465,-6.701798439025879,7.174490451812744,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),930,480,102,576.375,892.5,25.610489905608276,"{""type"":""Point"",""coordinates"":[76.49953193104254,19.976683055397494]}"
338,583.0,-18.846452713012695,-11.429180145263672,7.417273044586182,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),960,480,143,576.375,892.5,12.026617218739258,"{""type"":""Point"",""coordinates"":[76.49924518465622,19.976683055397494]}"
339,583.0,-16.780906677246094,-10.003886222839355,6.77701997756958,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),990,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.49895843826991,19.976683055397494]}"
340,584.0,-16.241912841796875,-10.645745277404785,5.596168041229248,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1020,480,171,576.375,892.5,3.0487235293730577,"{""type"":""Point"",""coordinates"":[76.49867169188359,19.976683055397498]}"
341,584.0,-14.204699516296387,-9.148534774780273,5.0561652183532715,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1050,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.49838494549728,19.976683055397498]}"
342,584.0,-16.15483283996582,-10.389849662780762,5.764982223510742,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1080,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.49809819911098,19.976683055397494]}"
343,585.0,-14.651656150817871,-9.480895042419434,5.170760631561279,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1110,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.49781145272465,19.976683055397494]}"
344,586.0,-16.707244873046875,-10.598126411437988,6.109118938446045,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1140,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.49752470633834,19.976683055397494]}"
345,583.0,-18.102441787719727,-12.31201171875,5.790430068969727,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1170,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.49723795995202,19.976683055397498]}"
346,580.0,-17.77141761779785,-12.484806060791016,5.2866106033325195,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1200,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.49695121356571,19.976683055397494]}"
347,579.0,-16.900732040405273,-10.942741394042969,5.957990646362305,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1230,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.4966644671794,19.976683055397494]}"
348,578.0,-17.265762329101562,-10.402092933654785,6.863668441772461,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1260,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.49637772079308,19.976683055397494]}"
349,576.0,-18.03810691833496,-11.344707489013672,6.693399429321289,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1290,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.49609097440677,19.976683055397498]}"
350,575.0,-18.69630241394043,-11.360065460205078,7.33623743057251,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1320,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.49580422802045,19.976683055397498]}"
351,572.0,-19.443466186523438,-11.438802719116211,8.00466251373291,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1350,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.49551748163414,19.976683055397494]}"
352,571.0,-18.71931266784668,-11.330775260925293,7.3885369300842285,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1380,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.49523073524783,19.976683055397494]}"
353,571.0,-18.824724197387695,-11.292613983154297,7.532110214233398,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1410,480,190,576.375,892.5,3.0487235296137487,"{""type"":""Point"",""coordinates"":[76.49494398886151,19.976683055397494]}"
354,570.0,-17.719575881958008,-10.474140167236328,7.2454352378845215,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1440,480,190,576.375,892.5,3.0487235296137487,"{""type"":""Point"",""coordinates"":[76.4946572424752,19.976683055397494]}"
355,569.0,-17.6599178314209,-11.301740646362305,6.358177661895752,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1470,480,171,576.375,892.5,3.0487235293730577,"{""type"":""Point"",""coordinates"":[76.49437049608888,19.976683055397498]}"
356,570.0,-18.824932098388672,-11.092530250549316,7.732402801513672,270,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1500,480,190,576.375,892.5,3.0487235293730577,"{""type"":""Point"",""coordinates"":[76.49408374970257,19.976683055397498]}"
357,480.0,-30.609132766723633,-24.46815299987793,6.140980243682861,315,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),0,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50842106901827,19.976683055397498]}"
358,480.0,-30.528505325317383,-25.082927703857422,5.445577621459961,315,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),30,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50821830870403,19.976874960621263]}"
359,480.0,-32.22681427001953,-25.030399322509766,7.196415901184082,315,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),60,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50801554838978,19.977066865845035]}"
360,480.0,-30.060211181640625,-25.015371322631836,5.044840335845947,315,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),90,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50781278807555,19.977258771068804]}"
361,480.0,-30.0825252532959,-24.29764747619629,5.784878253936768,315,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),120,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.5076100277613,19.977450676292573]}"
362,480.0,-31.732019424438477,-24.7147274017334,7.017292022705078,315,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),150,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50740726744705,19.977642581516346]}"
363,480.0,-30.109506607055664,-25.51407814025879,4.595430374145508,315,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),180,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50720450713281,19.977834486740118]}"
364,480.0,-30.89860725402832,-25.107379913330078,5.791226387023926,315,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),210,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50700174681856,19.978026391963887]}"
365,480.0,-28.941625595092773,-24.93885612487793,4.0027689933776855,315,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),240,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50679898650432,19.97821829718766]}"
366,480.0,-29.043882369995117,-24.893281936645508,4.150599956512451,315,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),270,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50659622619008,19.978410202411432]}"
367,480.0,-30.680421829223633,-25.21649742126465,5.463924407958984,315,19.976683055397494,76.50842106901827,"Lonar, Индия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),300,480,180,576.375,892.5,0.0,"{""type"":""Point"",""coordinates"":[76.50639346587583,19.9786021076352]}"
