system:index,DEM,VH,VV,VV_VH_diff,azimuth,distance_m,hillshade,slope,.geo
84,588.0,-16.79332733154297,-11.698686599731445,5.094641208648682,45,990,226,18.831807568161604,"{""type"":""Point"",""coordinates"":[76.51564859776693,19.982935261972223]}"
85,594.0,-16.444847106933594,-11.411787986755371,5.033059597015381,45,1020,180,3.048849055985165,"{""type"":""Point"",""coordinates"":[76.5158513579774,19.983127167196]}"
86,591.0,-16.410030364990234,-10.404646873474121,6.005383014678955,45,1050,161,6.080535677994133,"{""type"":""Point"",""coordinates"":[76.51605411818788,19.983319072419768]}"
87,589.0,-15.233896255493164,-8.424600601196289,6.809296131134033,45,1080,180,3.0488555784365854,"{""type"":""Point"",""coordinates"":[76.51625687839835,19.98351097764354]}"
88,589.0,-14.891923904418945,-8.4597749710083,6.432149410247803,45,1110,171,6.791908151636053,"{""type"":""Point"",""coordinates"":[76.51645963860882,19.98370288286731]}"
89,586.0,-14.469277381896973,-8.932845115661621,5.536432266235352,45,1140,180,0.0,"{""type"":""Point"",""coordinates"":[76.5166623988193,19.983894788091085]}"
90,588.0,-14.178858757019043,-8.7212553024292,5.457603931427002,45,1170,199,6.791922572509178,"{""type"":""Point"",""coordinates"":[76.51686515902978,19.98408669331485]}"
91,589.0,-15.958466529846191,-9.477283477783203,6.4811835289001465,45,1200,190,3.048870253443057,"{""type"":""Point"",""coordinates"":[76.51706791924025,19.98427859853862]}"
92,589.0,-16.28326988220215,-10.147927284240723,6.135342597961426,45,1230,199,6.791940599290594,"{""type"":""Point"",""coordinates"":[76.51727067945073,19.98447050376239]}"
93,590.0,-14.406975746154785,-9.155975341796875,5.251000881195068,45,1260,180,0.0,"{""type"":""Point"",""coordinates"":[76.5174734396612,19.98466240898616]}"
94,593.0,-12.601460456848145,-6.95237922668457,5.649081707000732,45,1290,209,10.870933748702187,"{""type"":""Point"",""coordinates"":[76.51767619987167,19.984854314209933]}"
95,595.0,-15.08499526977539,-4.160884857177734,10.924110412597656,45,1320,218,12.027236537954158,"{""type"":""Point"",""coordinates"":[76.51787896008217,19.98504621943371]}"
96,601.0,-14.709064483642578,-2.0511281490325928,12.657937049865723,45,1350,180,0.0,"{""type"":""Point"",""coordinates"":[76.51808172029263,19.98523812465747]}"
97,602.0,-14.926114082336426,-2.8430137634277344,12.083100318908691,45,1380,180,0.0,"{""type"":""Point"",""coordinates"":[76.5182844805031,19.985430029881247]}"
98,602.0,-14.40109634399414,-1.532659888267517,12.868436813354492,45,1410,190,3.0488963440613643,"{""type"":""Point"",""coordinates"":[76.51848724071358,19.985621935105016]}"
99,602.0,-14.048368453979492,-3.692450761795044,10.355917930603027,45,1440,190,3.048901236506057,"{""type"":""Point"",""coordinates"":[76.51869000092405,19.985813840328788]}"
100,601.0,-14.498291015625,-5.280394554138184,9.217896461486816,45,1470,180,6.080639161336326,"{""type"":""Point"",""coordinates"":[76.51889276113452,19.98600574555256]}"
101,601.0,-12.152711868286133,-2.223294496536255,9.929417610168457,45,1500,180,6.080645629570106,"{""type"":""Point"",""coordinates"":[76.51909552134501,19.986197650776326]}"
102,480.0,-29.270069122314453,-25.14975357055664,4.1203155517578125,90,0,180,0.0,"{""type"":""Point"",""coordinates"":[76.50895751082125,19.976602389587804]}"
103,480.0,-29.080848693847656,-25.67033576965332,3.410512924194336,90,30,180,0.0,"{""type"":""Point"",""coordinates"":[76.50924425706081,19.9766023895878]}"
104,480.0,-29.82220458984375,-25.39800262451172,4.4242024421691895,90,60,180,0.0,"{""type"":""Point"",""coordinates"":[76.50953100330038,19.9766023895878]}"
105,480.0,-30.08032989501953,-25.59860610961914,4.481723785400391,90,90,180,0.0,"{""type"":""Point"",""coordinates"":[76.50981774953993,19.9766023895878]}"
106,480.0,-29.886024475097656,-24.913530349731445,4.972495079040527,90,120,180,0.0,"{""type"":""Point"",""coordinates"":[76.5101044957795,19.9766023895878]}"
107,480.0,-30.138477325439453,-25.35417938232422,4.78429651260376,90,150,180,0.0,"{""type"":""Point"",""coordinates"":[76.51039124201907,19.9766023895878]}"
108,480.0,-31.910860061645508,-25.684410095214844,6.226449012756348,90,180,180,0.0,"{""type"":""Point"",""coordinates"":[76.51067798825864,19.9766023895878]}"
109,480.0,-28.940227508544922,-24.790830612182617,4.149397373199463,90,210,180,0.0,"{""type"":""Point"",""coordinates"":[76.51096473449819,19.9766023895878]}"
110,480.0,-28.332582473754883,-24.708656311035156,3.6239254474639893,90,240,180,0.0,"{""type"":""Point"",""coordinates"":[76.51125148073776,19.9766023895878]}"
111,480.0,-29.584625244140625,-24.623844146728516,4.960781097412109,90,270,180,0.0,"{""type"":""Point"",""coordinates"":[76.51153822697732,19.9766023895878]}"
112,480.0,-29.194557189941406,-24.683990478515625,4.5105671882629395,90,300,180,0.0,"{""type"":""Point"",""coordinates"":[76.51182497321689,19.9766023895878]}"
