system:index,DEM,VH,VV,VV_VH_diff,azimuth,center_lat,center_lon,crater_name,date_end,date_start,dem_scale_m,dem_source,distance_m,floor_elevation_m,hillshade,rim_elevation_m,rim_radius_m,slope,.geo
162,329.0,-17.015972137451172,-11.807766914367676,5.208205223083496,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),270,327,190,371.6875,457.5,3.033544766532768,"{""type"":""Point"",""coordinates"":[127.79766831422377,-19.170857573461582]}"
163,330.0,-18.510238647460938,-13.517963409423828,4.992274761199951,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),300,327,190,371.6875,457.5,6.758035595029857,"{""type"":""Point"",""coordinates"":[127.79793191330575,-19.17075371510288]}"
164,335.0,-19.506633758544922,-13.838220596313477,5.668413162231445,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),330,327,209,371.6875,457.5,9.513466826421928,"{""type"":""Point"",""coordinates"":[127.79819551238772,-19.170649856744173]}"
165,335.0,-18.965728759765625,-12.965144157409668,6.000583648681641,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),360,327,255,371.6875,457.5,32.45379652592737,"{""type"":""Point"",""coordinates"":[127.79845911146967,-19.17054599838547]}"
166,347.0,-21.57413673400879,-17.18573760986328,4.388399600982666,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),390,327,255,371.6875,457.5,30.23970904697521,"{""type"":""Point"",""coordinates"":[127.79872271055164,-19.17044214002677]}"
167,359.0,-23.307703018188477,-17.971214294433594,5.336487293243408,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),420,327,255,371.6875,457.5,28.039328641092187,"{""type"":""Point"",""coordinates"":[127.79898630963362,-19.170338281668066]}"
168,369.0,-18.790607452392578,-6.7669901847839355,12.0236177444458,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),450,327,190,371.6875,457.5,9.513442784721311,"{""type"":""Point"",""coordinates"":[127.79924990871557,-19.170234423309363]}"
169,371.0,-19.494327545166016,-11.25051212310791,8.243814468383789,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),480,327,161,371.6875,457.5,6.758011464820238,"{""type"":""Point"",""coordinates"":[127.79951350779754,-19.17013056495066]}"
170,369.0,-19.671226501464844,-14.486668586730957,5.184558868408203,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),510,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.7997771068795,-19.170026706591962]}"
171,366.0,-20.222660064697266,-14.423776626586914,5.798883438110352,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),540,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.80004070596146,-19.169922848233256]}"
172,366.0,-18.553668975830078,-12.897073745727539,5.656594276428223,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),570,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.80030430504343,-19.169818989874557]}"
173,364.0,-18.06902313232422,-13.369365692138672,4.699656963348389,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),600,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.8005679041254,-19.16971513151585]}"
174,363.0,-18.169815063476562,-13.348013877868652,4.82180118560791,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),630,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.80083150320738,-19.169611273157148]}"
175,362.0,-19.30247688293457,-13.701388359069824,5.60108757019043,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),660,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.80109510228932,-19.169507414798442]}"
176,361.0,-19.572410583496094,-14.576994895935059,4.995416641235352,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),690,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.8013587013713,-19.169403556439747]}"
177,360.0,-19.581520080566406,-14.456629753112793,5.1248908042907715,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),720,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.80162230045327,-19.16929969808104]}"
178,359.0,-19.294843673706055,-14.223191261291504,5.071652889251709,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),750,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.80188589953525,-19.16919583972234]}"
179,358.0,-20.178285598754883,-13.923308372497559,6.254977703094482,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),780,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.8021494986172,-19.16909198136364]}"
180,357.0,-20.417238235473633,-14.802488327026367,5.614749908447266,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),810,327,171,371.6875,457.5,4.286032088252293,"{""type"":""Point"",""coordinates"":[127.80241309769917,-19.16898812300494]}"
181,357.0,-21.96355438232422,-15.664313316345215,6.299240589141846,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),840,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.80267669678115,-19.16888426464623]}"
182,357.0,-21.328136444091797,-15.15903377532959,6.169103145599365,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),870,327,190,371.6875,457.5,4.286025493491132,"{""type"":""Point"",""coordinates"":[127.8029402958631,-19.16878040628753]}"
183,357.0,-22.41670036315918,-15.620492935180664,6.796207904815674,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),900,327,190,371.6875,457.5,4.286023295357744,"{""type"":""Point"",""coordinates"":[127.80320389494507,-19.16867654792883]}"
184,358.0,-22.90670394897461,-16.47528839111328,6.43141508102417,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),930,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.80346749402705,-19.168572689570126]}"
185,358.0,-22.084497451782227,-16.0262393951416,6.058259010314941,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),960,327,161,371.6875,457.5,8.524600134727304,"{""type"":""Point"",""coordinates"":[127.80373109310902,-19.168468831211428]}"
186,357.0,-22.166370391845703,-15.64926528930664,6.517106056213379,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),990,327,161,371.6875,457.5,6.050084182219927,"{""type"":""Point"",""coordinates"":[127.80399469219097,-19.16836497285272]}"
187,355.0,-21.29802131652832,-15.473759651184082,5.82426118850708,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1020,327,190,371.6875,457.5,4.286012304205251,"{""type"":""Point"",""coordinates"":[127.80425829127294,-19.16826111449402]}"
188,356.0,-21.567371368408203,-15.283967971801758,6.283402442932129,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1050,327,190,371.6875,457.5,3.0334948841706346,"{""type"":""Point"",""coordinates"":[127.80452189035492,-19.16815725613532]}"
189,357.0,-21.549711227416992,-14.28660774230957,7.263103008270264,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1080,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.80478548943687,-19.168053397776614]}"
190,358.0,-20.914642333984375,-14.717123985290527,6.197518825531006,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1110,327,171,371.6875,457.5,4.28600351159453,"{""type"":""Point"",""coordinates"":[127.80504908851884,-19.167949539417908]}"
191,357.0,-21.757949829101562,-15.326337814331055,6.43161153793335,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1140,327,190,371.6875,457.5,3.0334886496504296,"{""type"":""Point"",""coordinates"":[127.8053126876008,-19.16784568105921]}"
192,358.0,-21.1778507232666,-14.6576509475708,6.520199775695801,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1170,327,171,371.6875,457.5,3.0334870907396088,"{""type"":""Point"",""coordinates"":[127.80557628668276,-19.16774182270051]}"
193,357.0,-19.930973052978516,-14.525786399841309,5.405187606811523,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1200,327,180,371.6875,457.5,6.050059450298973,"{""type"":""Point"",""coordinates"":[127.80583988576473,-19.167637964341804]}"
194,357.0,-21.366334915161133,-14.970185279846191,6.396149635314941,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1230,327,180,371.6875,457.5,3.033483973483276,"{""type"":""Point"",""coordinates"":[127.8061034848467,-19.16753410598311]}"
195,356.0,-20.321380615234375,-14.407437324523926,5.913942337036133,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1260,327,171,371.6875,457.5,6.757901164950109,"{""type"":""Point"",""coordinates"":[127.80636708392865,-19.167430247624402]}"
196,356.0,-20.305788040161133,-14.70618724822998,5.599600791931152,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1290,327,161,371.6875,457.5,6.757897718180245,"{""type"":""Point"",""coordinates"":[127.80663068301062,-19.1673263892657]}"
197,356.0,-20.392274856567383,-14.912862777709961,5.479412078857422,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1320,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.8068942820926,-19.167222530906997]}"
198,356.0,-19.24343490600586,-14.327362060546875,4.916072845458984,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1350,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.80715788117455,-19.167118672548295]}"
199,357.0,-18.9697265625,-13.475911140441895,5.4938154220581055,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1380,327,190,371.6875,457.5,3.0334730630323827,"{""type"":""Point"",""coordinates"":[127.80742148025655,-19.167014814189596]}"
200,357.0,-20.379621505737305,-14.466850280761719,5.912770748138428,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1410,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.8076850793385,-19.166910955830893]}"
201,357.0,-20.08001708984375,-14.227829933166504,5.852187633514404,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1440,327,180,371.6875,457.5,3.0334699459279677,"{""type"":""Point"",""coordinates"":[127.80794867842047,-19.166807097472187]}"
202,356.0,-20.33356475830078,-15.032358169555664,5.301206588745117,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1470,327,180,371.6875,457.5,3.033468387255325,"{""type"":""Point"",""coordinates"":[127.80821227750245,-19.166703239113485]}"
203,356.0,-20.33940315246582,-14.79695987701416,5.54244327545166,67.5,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1500,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.8084758765844,-19.16659938075478]}"
204,327.0,-27.43694496154785,-21.397397994995117,6.039547443389893,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),0,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.79529592248608,-19.1717922986899]}"
205,327.0,-27.21046257019043,-20.947683334350586,6.262779235839844,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),30,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.7955812400764,-19.1717922986899]}"
206,326.0,-28.07297706604004,-21.346324920654297,6.726651191711426,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),60,327,190,371.6875,457.5,4.286104637302923,"{""type"":""Point"",""coordinates"":[127.79586655766673,-19.1717922986899]}"
207,327.0,-27.3646240234375,-20.802396774291992,6.562226295471191,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),90,327,190,371.6875,457.5,3.0335619153539626,"{""type"":""Point"",""coordinates"":[127.79615187525705,-19.1717922986899]}"
208,328.0,-23.111042022705078,-16.856924057006836,6.254117488861084,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),120,327,190,371.6875,457.5,4.28610463764068,"{""type"":""Point"",""coordinates"":[127.79643719284738,-19.1717922986899]}"
209,329.0,-22.07023048400879,-14.666267395019531,7.403963565826416,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),150,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.7967225104377,-19.1717922986899]}"
210,329.0,-20.32994842529297,-12.859902381896973,7.470046520233154,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),180,327,180,371.6875,457.5,3.033561915327479,"{""type"":""Point"",""coordinates"":[127.79700782802803,-19.1717922986899]}"
211,329.0,-18.845857620239258,-13.433755874633789,5.412100791931152,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),210,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.79729314561835,-19.1717922986899]}"
212,329.0,-17.360628128051758,-12.707488059997559,4.653140068054199,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),240,327,199,371.6875,457.5,6.050210944243236,"{""type"":""Point"",""coordinates"":[127.79757846320868,-19.1717922986899]}"
213,331.0,-17.478818893432617,-12.343118667602539,5.13569974899292,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),270,327,199,371.6875,457.5,6.758080411159409,"{""type"":""Point"",""coordinates"":[127.797863780799,-19.1717922986899]}"
214,333.0,-19.329666137695312,-13.330474853515625,5.999192237854004,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),300,327,199,371.6875,457.5,8.524768785899017,"{""type"":""Point"",""coordinates"":[127.79814909838932,-19.171792298689898]}"
215,335.0,-19.07024574279785,-13.541203498840332,5.529041767120361,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),330,327,218,371.6875,457.5,12.325673349433131,"{""type"":""Point"",""coordinates"":[127.79843441597964,-19.1717922986899]}"
216,339.0,-19.41486930847168,-14.514009475708008,4.90086030960083,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),360,327,255,371.6875,457.5,28.03953671173426,"{""type"":""Point"",""coordinates"":[127.79871973356997,-19.1717922986899]}"
217,361.0,-23.939687728881836,-17.822734832763672,6.116954326629639,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),390,327,255,371.6875,457.5,32.54383577386955,"{""type"":""Point"",""coordinates"":[127.7990050511603,-19.171792298689898]}"
218,370.0,-20.753952026367188,-13.830041885375977,6.923908710479736,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),420,327,255,371.6875,457.5,26.691253470176246,"{""type"":""Point"",""coordinates"":[127.79929036875062,-19.1717922986899]}"
219,370.0,-19.363239288330078,-11.860785484313965,7.502452850341797,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),450,327,180,371.6875,457.5,6.0502109441907095,"{""type"":""Point"",""coordinates"":[127.79957568634094,-19.1717922986899]}"
220,370.0,-18.82436752319336,-13.65719223022461,5.167174816131592,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),480,327,161,371.6875,457.5,8.524768786231206,"{""type"":""Point"",""coordinates"":[127.79986100393127,-19.1717922986899]}"
221,368.0,-19.362808227539062,-13.711006164550781,5.6518025398254395,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),510,327,180,371.6875,457.5,3.033561915327479,"{""type"":""Point"",""coordinates"":[127.8001463215216,-19.1717922986899]}"
222,368.0,-18.17576789855957,-13.390708923339844,4.785058498382568,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),540,327,171,371.6875,457.5,3.0335619151144644,"{""type"":""Point"",""coordinates"":[127.80043163911192,-19.1717922986899]}"
223,365.0,-19.095298767089844,-13.700712203979492,5.394586563110352,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),570,327,161,371.6875,457.5,6.758080411159409,"{""type"":""Point"",""coordinates"":[127.80071695670225,-19.1717922986899]}"
224,363.0,-19.093130111694336,-13.333457946777344,5.759672164916992,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),600,327,161,371.6875,457.5,6.758080411159409,"{""type"":""Point"",""coordinates"":[127.80100227429257,-19.1717922986899]}"
225,362.0,-18.945585250854492,-12.719937324523926,6.225647449493408,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),630,327,171,371.6875,457.5,4.2861046374718015,"{""type"":""Point"",""coordinates"":[127.8012875918829,-19.1717922986899]}"
226,360.0,-18.60144805908203,-13.340370178222656,5.261077404022217,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),660,327,161,371.6875,457.5,6.758080409888364,"{""type"":""Point"",""coordinates"":[127.80157290947322,-19.1717922986899]}"
227,360.0,-17.651031494140625,-13.129555702209473,4.521474838256836,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),690,327,180,371.6875,457.5,3.033561915327479,"{""type"":""Point"",""coordinates"":[127.80185822706355,-19.1717922986899]}"
228,359.0,-18.782922744750977,-13.847970962524414,4.9349517822265625,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),720,327,171,371.6875,457.5,4.28610463764068,"{""type"":""Point"",""coordinates"":[127.80214354465387,-19.1717922986899]}"
229,357.0,-20.285446166992188,-13.844376564025879,6.441070079803467,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),750,327,180,371.6875,457.5,6.0502109441907095,"{""type"":""Point"",""coordinates"":[127.8024288622442,-19.1717922986899]}"
230,357.0,-19.3249568939209,-14.05384635925293,5.271110534667969,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),780,327,180,371.6875,457.5,3.033561915327479,"{""type"":""Point"",""coordinates"":[127.80271417983452,-19.1717922986899]}"
231,358.0,-20.763044357299805,-13.64133358001709,7.121710300445557,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),810,327,190,371.6875,457.5,3.0335619153539626,"{""type"":""Point"",""coordinates"":[127.80299949742485,-19.1717922986899]}"
232,358.0,-20.174301147460938,-14.301498413085938,5.872802257537842,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),840,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.80328481501518,-19.1717922986899]}"
233,357.0,-20.08960723876953,-14.380118370056152,5.709488391876221,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),870,327,171,371.6875,457.5,3.0335619155934612,"{""type"":""Point"",""coordinates"":[127.8035701326055,-19.1717922986899]}"
234,357.0,-20.924972534179688,-15.222123146057129,5.702849864959717,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),900,327,180,371.6875,457.5,3.033561915327479,"{""type"":""Point"",""coordinates"":[127.8038554501958,-19.1717922986899]}"
235,357.0,-21.2130184173584,-15.640843391418457,5.572175025939941,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),930,327,180,371.6875,457.5,3.033561915327479,"{""type"":""Point"",""coordinates"":[127.80414076778612,-19.1717922986899]}"
236,356.0,-21.440889358520508,-15.778478622436523,5.662410736083984,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),960,327,180,371.6875,457.5,3.033561915327479,"{""type"":""Point"",""coordinates"":[127.80442608537645,-19.1717922986899]}"
237,354.0,-21.363235473632812,-15.221333503723145,6.141901969909668,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),990,327,180,371.6875,457.5,6.0502109441907095,"{""type"":""Point"",""coordinates"":[127.80471140296677,-19.1717922986899]}"
238,354.0,-21.08526611328125,-14.578385353088379,6.506881237030029,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1020,327,180,371.6875,457.5,6.0502109441907095,"{""type"":""Point"",""coordinates"":[127.8049967205571,-19.1717922986899]}"
239,355.0,-21.255762100219727,-15.527205467224121,5.728556156158447,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1050,327,180,371.6875,457.5,6.0502109441907095,"{""type"":""Point"",""coordinates"":[127.80528203814742,-19.1717922986899]}"
240,356.0,-20.94402313232422,-14.708255767822266,6.235766887664795,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1080,327,190,371.6875,457.5,3.0335619153539626,"{""type"":""Point"",""coordinates"":[127.80556735573775,-19.1717922986899]}"
241,357.0,-21.334800720214844,-15.219087600708008,6.115714073181152,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1110,327,180,371.6875,457.5,3.033561915327479,"{""type"":""Point"",""coordinates"":[127.80585267332808,-19.1717922986899]}"
242,358.0,-20.19486427307129,-14.293694496154785,5.901169776916504,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1140,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.8061379909184,-19.1717922986899]}"
243,358.0,-21.304332733154297,-15.532532691955566,5.771800994873047,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1170,327,180,371.6875,457.5,3.033561915327479,"{""type"":""Point"",""coordinates"":[127.80642330850873,-19.1717922986899]}"
244,357.0,-21.80329704284668,-16.14369773864746,5.659599781036377,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1200,327,180,371.6875,457.5,6.0502109441907095,"{""type"":""Point"",""coordinates"":[127.80670862609905,-19.1717922986899]}"
245,356.0,-22.706253051757812,-15.977137565612793,6.729115009307861,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1230,327,180,371.6875,457.5,9.033593217484752,"{""type"":""Point"",""coordinates"":[127.80699394368938,-19.1717922986899]}"
246,357.0,-21.93253517150879,-15.662671089172363,6.269863605499268,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1260,327,180,371.6875,457.5,3.033561915327479,"{""type"":""Point"",""coordinates"":[127.8072792612797,-19.1717922986899]}"
247,357.0,-21.689348220825195,-15.847687721252441,5.8416595458984375,90,-19.171792298689898,127.79529592248608,"Wolfe Creek, Австралия",2025-12-31,2023-01-01,10,Copernicus GLO-30 (~30 м),1290,327,180,371.6875,457.5,0.0,"{""type"":""Point"",""coordinates"":[127.80756457887004,-19.1717922986899]}"
